42161-867-0x02659b7ed4be0e12fb80898109149fda17d9c337756b25831aff4f5c8c2cdf40,0.0152
42161-867-0x1eb6bbad0896e16d57cca476cb0a37f0adf1dede385378d8f65224a09bc8fa51,0.0174
42161-867-0x4a16bd8a8366c8491b91558d249d192d696702e3037a63238c6acf648b69051e,0.0163
42161-867-0x4520f6b610af56dd9fb1aa85b560c5d460412285032dfbb90a47656ebc08d0b1,0.0185
42161-867-0x55ca8882dd91df64f677b46d597ea50490be1652c8d41044f5d34bc1258e955b,0.0141
42161-867-0xc313a8cea83983edd81609810cba8f3828b2903438afceebba54438c5c3e15f4,0.0152
42161-867-0xdbffe6eafcb836ed7fb9b2b0dd8e6dbfef147ab447341cad1ad32b25e5d46b4d,0.0152
42161-867-0x183f13028588a3e6082d6642b52d4829823720efd1e5bc973856c406f1299b66,0.0195
42161-867-0xd089724cd73c932413bce5c797aee7d2fbcd1ad282f24cff790977e77908fdca,0.0207
42161-867-0x9a9cda60bcd1b566669a6e03d79dcea4be966ebdef25dc9754cbd4170e99c61f,0.0152
42161-867-0x47a93a3ee50628003c7b572bcc975f6463391020e302b4a03d92463617755b27,0.0174
42161-867-0x8636eeeb1f17504d85d24237b621cf43cbcce8d97e6fbcdc4b2b382bdee2cad6,0.0141
42161-867-0x9d8a7504b0b9f0f0cb9284796a85fdc8164164117e22f1cd087f252c3ae993c1,0.0152
42161-867-0x4e9a6efc02fca23d8b644389931e3ebd48ed3468a85b0ff5d6d96ab52e147d78,0.0163
42161-867-0xdcee75dfe2ab53f2050228e6870f174b3dc6d5a6c0b661640edeabc7c8a35cf4,0.0130
42161-867-0x62f25a11c2ae5a2af563cc5b1f772b3aebe1bd4a0a82e41a78e61e1db972ad7e,0.0206
42161-867-0xd993e71328794455c2370f9e7731083cffd518a86ed5333cddceeaa346274fca,0.0163
42161-867-0x6a94cd9f978dd077f96eb4fa87b83dcb70d222584ba4beb348fbd80a05c39b07,0.0141
